names,R01-003,R01-004,R01-005,R01-006,R01-007,R01-012,R01-013,R01-014,R01-015,R01-016,R01-017,R01-018,R01-021,R01-022,R01-023,R01-024,R01-026,R01-027,R01-028,R01-029,R01-031,R01-032,R01-033,R01-034,R01-035,R01-037,R01-038,R01-039,R01-040,R01-041,R01-042,R01-043,R01-046,R01-048,R01-049,R01-051,R01-052,R01-054,R01-055,R01-056,R01-057,R01-059,R01-060,R01-061,R01-062,R01-063,R01-064,R01-065,R01-066,R01-067,R01-068,R01-069,R01-071,R01-072,R01-073,R01-076,R01-077,R01-078,R01-079,R01-080,R01-081,R01-083,R01-084,R01-089,R01-091,R01-093,R01-094,R01-096,R01-097,R01-098,R01-099,R01-100,R01-101,R01-102,R01-103,R01-104,R01-105,R01-106,R01-107,R01-108,R01-109,R01-110,R01-111,R01-112,R01-113,R01-114,R01-115,R01-116,R01-117,R01-118,R01-119,R01-120,R01-121,R01-122,R01-123,R01-124,R01-125,R01-126,R01-127,R01-128,R01-129,R01-130,R01-131,R01-132,R01-133,R01-134,R01-135,R01-136,R01-137,R01-138,R01-139,R01-140,R01-141,R01-142,R01-144,R01-145,R01-146,R01-147,R01-148,R01-149,R01-150,R01-151,R01-152,R01-153,R01-154,R01-156,R01-157,R01-158,R01-159,R01-160
InterquartileRange,451,602.25,55,176,219.25,393,163.25,306.75,50,145.75,259,25,263,328,148,566,487,994,340,69,321.5,238,346,320,165,145,1856,408,113,417.5,194,189,230,87.5,156,173,903,80,940,129,295,334,415.25,255.75,913,317,556.5,162,102,168.5,181,370,225.5,221.5,658,306,640,264,530,384,337.75,198,163,49,4096,397.5,153,485,223.75,950,39,396,481,247,122,441,177,73,2946,554.5,518,344,106.5,68,891,109,252.5,244.75,162,154,186,451,164,275,271.5,521,405,427,266,443,185,1021,415,421,6411,2099,157,284,597,158,133,121,722,319,305,181,84,173.75,171,51,178.75,469.75,56,150,217,46,133,216.25,1256,32
Kurtosis,2.410884968,1.869902759,15.61274946,3.507726051,2.931276621,1.95426595,2.663394206,6.941125617,9.562002885,3.051746692,3.458967429,49.71035416,3.765124148,2.211947976,5.056152369,3.692045319,1.818804851,1.987315302,3.235066149,27.0820839,4.125743297,5.002924888,3.618796976,3.938745611,4.681385294,10.0751247,4.48777469,2.112413278,7.504637262,2.592094448,7.469458469,4.417175127,4.94777226,11.83506761,2.685845002,4.536935706,1.428132689,11.87170766,2.870846602,11.73170418,1.966201876,1.814287561,2.221995598,2.207861178,2.079926572,3.25891389,2.016957389,7.493161223,7.811303051,9.017214802,3.750213665,3.081547238,5.003579165,6.946623987,1.677016743,1.989270371,1.711838202,2.498146761,1.869540528,2.714593089,2.395545477,8.116515541,5.951391336,11.31134814,2.255685204,3.320201721,7.11435869,2.561707774,6.468437103,2.568654032,6.536730612,2.608140353,1.525434847,4.89241974,64.42699336,2.190252739,6.757140076,6.706493064,2.000830011,1.548591286,1.616748976,2.116165893,12.41703924,15.34910033,2.90953856,7.661048837,2.675623461,5.116830462,6.238948093,6.203408862,4.577555985,2.285404828,4.561901042,4.73144565,2.541265801,2.062799304,2.290851403,2.343509272,3.523828508,1.851847668,4.985510429,1.806039535,2.330269899,1.834484995,1.705983765,1.407423239,5.249049497,2.674439926,1.812482425,8.565489471,6.529184861,11.86548857,1.674955123,2.892029705,4.47638586,3.464457176,8.713033547,3.84629406,4.022902706,23.06017433,23.77901891,1.650949936,17.37838635,4.72503933,2.269729738,9.993557504,5.148324488,3.698951219,10.08086426,54.21458225
Maximum,290,366,391,88,544,151,35,1405,274,327,219,139,108,150,407,941,281,1788,644,785,364,728,465,488,603,599,6434,93,511,387,1807,-65,628,194,248,544,1123,600,1732,859,109,-9,432,52,1044,416,619,1008,439,1816,393,568,409,505,364,232,436,116,504,578,85,27,850,1111,1568,550,586,737,797,2942,170,276,74,538,2750,430,651,439,1492,57,61,127,463,1541,1744,621,231,921,671,635,674,369,527,715,84,398,375,283,422,148,442,1556,420,97,3286,1489,562,179,311,243,580,396,827,557,602,458,458,441,180,556,606,393,192,80,16,332,361,-53,1287,657
MeanAbsoluteDeviation,249.3271694,306.2727221,52.31226966,104.4022099,139.5525294,194.6823452,100.2012706,182.766954,71.86407027,97.27897763,167.914249,37.65263498,148.9741787,179.2465729,128.8253235,594.8261321,236.4999266,501.7417644,279.6233559,54.27601717,220.554088,208.0857247,207.1702526,211.2471505,135.8387836,118.3046873,1464.118351,204.8721304,118.7370788,223.8136917,150.6780956,115.8313786,193.8108617,96.50994645,93.53803713,118.9871645,435.3853609,58.95138506,550.0826349,105.1427957,152.8509543,168.1185194,218.1032747,133.5831786,435.0275101,255.4272282,291.3398797,109.2510791,108.0010591,161.6638647,161.0419727,230.8161017,216.7768395,187.9772172,315.2551136,149.1624534,307.1046064,147.098172,262.1561081,218.2974165,188.9358053,117.7937981,129.8180614,54.63248455,2116.722191,271.5512658,133.2447632,268.1928738,175.7987168,462.7818558,33.06059994,215.0211052,218.9152425,180.6629012,95.10979225,234.6523092,128.4996275,77.1002183,1003.00501,257.9731582,244.2480417,179.0903747,79.48573408,68.4775343,515.6266284,172.5027112,152.9329442,225.6215905,116.6353564,170.2131557,159.146275,271.0001335,126.1457834,166.713284,153.1652326,275.3518989,230.7223058,215.9351944,164.6047268,210.1574968,133.4297501,506.8344917,241.6833774,206.3862504,2997.948369,1131.23994,104.3004288,161.0753958,294.648472,148.4601206,118.4970427,115.2158417,338.1367576,179.8385074,193.9248639,119.0129045,106.930799,124.8298292,126.8696615,59.35804004,168.7608366,219.3370809,55.05411992,119.1151004,113.4471037,102.4456871,156.6586847,130.2978061,1144.708761,30.11267703
Mean,-175.7550027,-222.2066277,-12.69952994,-94.79776873,9.128787879,-295.4296494,-180.3858921,-521.5072194,-1.671633542,-45.01497504,-535.7837963,7.071924027,-143.747316,-368.8733777,-56.62451631,-1003.44452,-222.6254457,-487.9437576,-159.2185105,4.151081625,-117.6350287,-74.8010925,-132.0642417,-119.870338,-19.88164379,-43.10280036,-251.2782675,-284.7367755,-42.16236765,-222.2524462,0.204075747,-402.2501595,-77.22721239,-4.767940166,-47.24401914,-17.92533191,-392.1625633,35.92774305,-674.695763,22.9427288,-299.4680436,-387.6193265,-332.7140152,-141.6743811,-599.6880395,-149.9350352,-243.5854288,9.780168464,-57.94255812,-66.43202262,-18.83279045,-159.6881559,-86.24808184,-41.50293926,-313.6901763,-168.9939799,-457.569067,-389.2816677,-302.2253111,-462.8045024,-535.5634518,-125.0118343,-26.7053597,19.30784021,-2002.83877,-158.4270278,-31.01277275,-159.9283857,-10.96376812,-521.2822952,16.99857765,-597.6874186,-307.3374661,-62.41003282,49.18390054,-354.9137351,-0.505720635,18.19738736,-1071.132734,-435.8830744,-315.5077957,-198.2663105,43.96294805,-2.812246904,-753.2491943,-70.43663059,-77.35023772,-0.215705765,67.88784166,-74.46889716,-46.43963261,-396.1986063,-17.22426028,-50.16059248,-523.1080222,-471.2970152,-432.5136452,-234.8278907,-441.8100506,-213.3392197,-56.48757067,-404.1332594,-430.923221,-393.2043513,-3106.565869,-1703.248215,24.91793199,-439.8159509,-418.9196972,-71.56871105,-10.4349304,-52.0190386,-364.3387953,-125.690098,-133.0519391,-96.55566464,8.347302291,-72.13661972,-87.54659249,8.763899538,175.8853211,-252.7851324,5.982724441,-66.34442822,-224.516129,-39.830007,-76.39798773,-674.6571429,-585.7309417,23.37135664
Median,-28,-63,7,-39,38,-295,-163,-594,32,-1,-590,23,-78,-405,12,-915,-145,-818,7,17,-9,4,-53,-32,30,-10,277,-252,6,-209.5,36,-388,-5,42,-21,-1,-116,47,-810,42,-288,-393,-346,-84.5,-880.5,-8,-192,24,-6,2.5,41,-50,15,36,-242,-141,-515,-421,-303,-498.5,-572.5,-69,4,37,-1439,-14,9,-56,30,-825,27,-639,-331,-3,54,-365,51,41,-839,-487,-276,-140,53,19,-904,15,-13,65.5,82,0,15,-379,19,-13,-525,-518,-496,-179,-497,-179,-3,-194,-452,-458,-2730,-1024,37,-467,-397,1,26,-8,-357,-84,-59,-35,64,3,-10,35,236.5,-241,27,15,-211,15,14,-708,-19,33
Minimum,-987,-1021,-902,-815,-492,-1024,-532,-918,-918,-359,-1024,-993,-1016,-932,-988,-3024,-897,-1024,-1024,-1024,-1024,-1024,-1024,-1024,-989,-1024,-10253,-939,-993,-1024,-1024,-959,-1024,-895,-389,-868,-1024,-1024,-2048,-1024,-787,-793,-1024,-572,-1024,-1024,-1024,-1024,-989,-1024,-796,-1024,-1024,-1024,-1024,-704,-1024,-931,-1013,-1024,-977,-937,-1024,-721,-9068,-1024,-1024,-1024,-1024,-1024,-628,-1024,-743,-1024,-1024,-1024,-1003,-839,-3024,-878,-848,-799,-1024,-1024,-2048,-1024,-552,-1024,-1024,-1024,-1024,-1024,-873,-1024,-1024,-1024,-1024,-1024,-928,-869,-1013,-2048,-1024,-784,-10925,-3024,-914,-890,-1024,-1024,-1024,-1024,-1024,-1009,-1024,-606,-945,-712,-796,-982,-2223,-827,-764,-763,-540,-873,-871,-999,-9285,-839
Range,1277,1387,1293,903,1036,1175,567,2323,1192,686,1243,1132,1124,1082,1395,3965,1178,2812,1668,1809,1388,1752,1489,1512,1592,1623,16687,1032,1504,1411,2831,894,1652,1089,637,1412,2147,1624,3780,1883,896,784,1456,624,2068,1440,1643,2032,1428,2840,1189,1592,1433,1529,1388,936,1460,1047,1517,1602,1062,964,1874,1832,10636,1574,1610,1761,1821,3966,798,1300,817,1562,3774,1454,1654,1278,4516,935,909,926,1487,2565,3792,1645,783,1945,1695,1659,1698,1393,1400,1739,1108,1422,1399,1307,1350,1017,1455,3604,1444,881,14211,4513,1476,1069,1335,1267,1604,1420,1851,1566,1626,1064,1403,1153,976,1538,2829,1220,956,843,556,1205,1232,946,10572,1496
RobustMeanAbsoluteDeviation,193.3682696,250.8149034,26.09034417,77.20694759,95.65257787,155.2989086,70.20130207,130.7575134,26.68954255,66.63632159,112.2605801,10.97135256,111.9032352,134.997716,78.17738817,619.508143,198.1731296,447.7560327,186.9430052,29.30325126,143.7025188,119.0275429,145.9172537,141.0391718,80.85737046,62.52740988,882.9767325,161.846051,58.99072528,167.8919862,85.46291377,77.3118268,109.2268175,43.38119946,66.79197558,74.30367525,398.2689969,33.8784827,486.4757597,56.63224535,119.4941143,134.688222,168.6374569,106.1333079,368.9689858,169.7175639,230.9790531,68.09123236,55.79850959,81.92266388,97.64013042,162.7175385,116.6630139,97.99068311,264.5656605,122.1217039,254.0531562,108.6106868,211.4923351,158.1574958,140.3604674,83.78906,73.43169001,21.82501606,1678.683587,180.9581675,76.90194063,199.4928599,98.44964171,410.9562711,18.11347626,160.8286033,188.3582059,112.4933274,52.07517969,178.1786476,75.49935942,36.63939195,1035.377758,221.3388571,206.7157451,142.4096607,46.24238628,29.55169927,423.6241606,68.36992013,110.114109,115.5067016,70.81228552,86.08742478,94.2374594,197.3577912,75.65405007,113.292295,111.8175473,212.0608943,173.8826,173.2073321,113.5828042,174.7126569,86.02288378,439.3146798,176.832839,168.9566041,2516.05573,1064.324603,66.01680796,117.0409217,236.0022251,80.7298186,65.1924812,55.25815569,281.1300832,131.6720724,126.7252758,83.65675674,50.0828954,83.59369842,83.01303656,21.89576526,79.50019152,184.3272103,25.24375174,74.84710959,83.02420717,27.62106778,83.74111219,90.15048484,607.4307537,13.78648096
RootMeanSquared,337.6907413,408.7671356,81.43236205,157.3909392,176.3829906,372.2888258,219.4393649,569.4675158,114.6444246,129.3759886,576.8646954,105.6748421,230.1009706,426.3867498,178.1516686,1365.762057,345.8375105,721.6243042,379.100767,89.92530487,303.722648,295.9334489,288.7070605,293.8160861,184.9903189,187.6006618,1981.634652,371.4236829,180.3420932,349.0330787,218.7683238,430.1053373,278.8716523,152.3847538,124.2557557,161.6835423,601.356433,96.48903753,958.5090745,164.74693,349.1572132,433.541732,420.8980906,209.1483821,765.3024128,352.0137515,415.2227766,152.3476398,165.3085223,249.8536621,214.6854402,324.1514945,309.6572092,274.5515493,472.6070857,240.0953169,574.2465046,427.9538012,426.0175002,534.5278484,581.9579342,196.8693486,187.4306047,96.72228035,3173.517069,370.1763822,191.6100642,356.4234447,254.6482906,717.8677327,50.39104617,651.2211042,391.821204,249.7455187,192.8950043,451.1956079,177.1500831,118.7863248,1618.475648,521.606805,416.6865364,286.5371876,125.0655342,120.2804287,1002.391959,270.6848718,200.1872974,327.0964088,175.6279877,254.8729032,219.9378888,518.5139749,172.3645927,220.4407573,555.5396442,572.9897729,513.9683615,341.8411,487.573275,319.5438182,183.1406503,681.829925,521.669661,457.9171054,4578.134532,2077.98381,143.0951273,481.8353826,539.8136496,223.9325241,170.1634117,193.2406651,526.3516437,252.2231121,283.9963959,176.1913441,157.1889289,171.9558086,182.5812537,117.3881837,347.1263749,352.7950159,94.0729108,166.0191596,262.1996695,173.0942619,223.9443992,694.3213079,1761.345814,70.03061609
Skewness,-0.830243742,-0.562098494,-2.653392905,-1.102063303,-0.483427455,-0.114597826,-0.485187098,1.391607399,-2.530671262,-0.780918091,0.976767325,-6.56203858,-1.077518409,0.306454782,-1.480303925,-1.197261768,-0.480699365,0.473909292,-1.295200031,-3.481826566,-1.322244712,-1.473528887,-1.007220698,-1.171041937,-1.336286303,-2.193812662,-1.288438489,-0.444984635,-1.946646192,-0.425546778,-1.395109498,-0.898506677,-1.451552517,-2.801160046,-0.654651586,-0.726296334,-0.199967176,-2.097390024,-0.468218118,-2.011926849,-0.056244184,0.031879544,0.117484776,-0.72145812,0.768841931,-1.265311837,-0.33555543,-1.200948787,-2.109491988,-1.481932945,-1.147812182,-1.009867681,-1.649696264,-1.917746972,-0.318484048,-0.410871328,0.262791619,0.466848508,0.05437501,0.464521608,0.561662032,-1.856767673,-1.118526897,-2.329599968,-0.613427178,-1.171969046,-1.294660018,-0.630283996,-1.323322611,0.606344532,-1.574018358,0.61420664,0.028176438,-1.319373508,5.152467731,0.084500007,-1.661721751,-1.42571943,-0.773831594,0.202207623,-0.248826573,-0.588263688,-1.741400203,-2.952355993,-0.262130459,-2.275660592,-0.857181624,-1.369554383,-0.806150553,-1.807709786,-1.305481279,-0.260011552,-1.142099121,-0.832035658,0.041133702,0.320618997,0.564789707,-0.528524376,0.971333744,-0.365488088,-1.351982241,-0.070450617,0.130532842,0.465424686,-0.281931038,-0.024220706,-0.81071679,0.525143477,-0.087430234,-2.207134196,-1.39600941,-2.707117446,-0.027994548,-0.605144679,-1.16872302,-1.055449159,-2.314069742,-1.279085193,-1.424723371,-4.159877835,-3.909506732,-0.174401272,-3.302935045,-1.627626982,-0.272447494,-2.76520004,-1.790101105,0.901375937,-2.398088058,-5.521615894
TotalEnergy,231647588.7,293921330,45898665.34,139886963,33438153.38,2595351871,94072937.65,1529862915,1236657246,16923102.98,1437578828,990114994,63425443.97,1231104175,2731278530,8253979038,537714431.5,2148059250,4865276460,677773885.1,330711939.2,2397654140,250523840,1327816377,392387751.6,148619717.4,46745712446,2327957843,453816912.2,114936909.6,2093946822,388759865.9,324505915.8,114874847,17123853,256270560.3,2071052487,2678526338,4683734715,325279530.5,238665015.4,142212971.3,236035461.4,81274579,949985584,547096578.9,204015990.4,2128533328,747754401.4,477468467.3,34358156.36,20365272432,135959240.4,71317823.52,487094845.8,344721652,8624372667,1365697998,624193762.6,1042143569,1200941682,29983631.9,192679006,980391333.3,5283327475,967362126.8,77697359.67,484513337.7,139811788.4,9861432986,62483985.19,11026076713,2421966240,868479389.6,1705379047,1378182064,393563645.2,210354423.8,99146690582,255135950.7,492778725.4,222748000.3,40908922.13,2210356244,16523765619,8143952865,19292675.78,82118235.02,121347037.4,2063034388,844298103.1,194711790.4,186649461.5,230176640.5,416276978.4,1875122251,837462230.2,351611784,715081833.7,428715444.7,230965294.9,8386652520,1410273420,1941675231,7.32486E+11,66506093465,302517055.7,1532810964,1110032791,76853757.04,752347434.3,219389396.7,2936066311,1009286883,171544936.4,493049163.6,4345953331,720165227.9,1494922465,6445398851,360739997.9,1905784484,97448306.15,283203263,6393626,2270580484,3186584511,1683731135,3879462328,317508457
Uniformity,0.044795529,0.034380949,0.159869743,0.099881654,0.043864642,0.032090352,0.061276493,0.043181103,0.169764281,0.091885128,0.040989369,0.311257055,0.065731562,0.033740788,0.096725671,0.074980293,0.049787179,0.059590817,0.062109402,0.128936047,0.04305295,0.039239495,0.035645554,0.036901649,0.056924685,0.061530721,0.005503029,0.034008918,0.078362341,0.0281,0.045615765,0.052194492,0.040950642,0.112723023,0.070313752,0.051781313,0.047019273,0.111940065,0.045598232,0.066044958,0.038677739,0.037589311,0.028023288,0.078273222,0.065861513,0.051388318,0.023912112,0.056049154,0.096367946,0.057879022,0.0529649,0.0373226,0.04600781,0.047045578,0.027966169,0.060066498,0.023804558,0.041305643,0.024201287,0.027122559,0.033424537,0.090173469,0.053639572,0.167308574,0.005047211,0.04321227,0.058098515,0.027467986,0.040244075,0.046065161,0.215831953,0.029696481,0.041642942,0.039180282,0.073276884,0.02439074,0.062079476,0.111044882,0.087692287,0.033232624,0.03633845,0.044857881,0.080924836,0.125200157,0.059841049,0.081588457,0.051986508,0.035641025,0.053446636,0.058785119,0.051061333,0.026980215,0.055182791,0.037712954,0.037062459,0.022591801,0.029376636,0.035140732,0.041853097,0.041357393,0.059311956,0.022413133,0.023810581,0.039374799,0.003124449,0.218235848,0.057741254,0.036729974,0.021489311,0.069699769,0.065583488,0.073988597,0.021010353,0.034526758,0.038891228,0.101238156,0.123396889,0.109564612,0.104406464,0.174794983,0.053709705,0.035688171,0.157941704,0.182858657,0.058850734,0.184524027,0.10474739,0.048813776,0.014579018,0.266795312
Variance,83145.2158,117714.7858,6469.951529,15785.29078,31027.6246,51320.2921,15614.56478,52323.47165,13140.54974,14711.79844,45708.60048,11117.16015,32283.16583,45738.09161,28531.68116,858405.093,70041.49457,282652.5258,118366.8574,8069.328977,78409.44692,81981.40276,65910.80285,71958.99451,33826.13831,33336.15691,3863735.126,56880.52091,30745.60534,72427.94018,47859.53784,23185.4103,71805.35612,23198.37995,13207.49548,25820.25033,207838.0834,8019.331643,463525.2733,26615.18215,32229.65038,37709.69111,66456.58677,23671.4155,226062.0383,101433.1665,113076.0931,23114.15167,23969.5675,58013.63885,45735.16422,79573.88428,88448.85559,73656.05927,124955.9307,29086.79595,120389.597,31604.23923,90150.77185,71532.01332,51846.82635,23129.58171,34417.05535,8982.406822,6059847.447,111931.4308,35752.62464,101460.5834,64725.54769,243598.8504,2250.305892,66858.6763,59067.5378,58477.8119,34789.42662,77613.71728,31381.89619,13779.04606,1472138.089,82079.60448,74082.50048,42794.03003,13708.64704,14459.47279,437405.2907,68308.98091,34091.89477,106992.0141,26236.43103,59414.58012,46216.03547,111883.4065,29412.87768,46078.04242,34982.29334,106196.4033,77095.4233,61711.19938,42531.5777,56594.62911,30349.65216,301568.3552,86444.41281,55078.41353,11308564.29,1416962.236,19855.31213,38727.26528,115905.0636,45023.69493,28846.69892,34635.97429,144303.2951,47818.49755,62951.13442,21720.39338,24638.68192,24365.10822,25671.50833,13703.17974,89561.074,60564.00006,8813.919554,23160.77821,18341.17447,28375.19406,44314.44141,26919.81816,2759258.34,4358.066879
Autocorrelation,1334.139364,1283.678331,1402.94905,942.551083,484.2769601,1002.719692,271.5661589,355.5243254,1449.706028,218.7456583,472.0555528,1688.161635,1391.022561,657.2069919,1541.061615,7449.436326,929.4510309,492.265269,1440.404464,1759.568644,1483.663789,1604.169844,1481.725924,1443.972889,1668.426366,1642.416177,171257.0259,845.9836346,1585.500986,1168.081505,1790.331833,631.007128,1645.613785,1395.455646,244.4685688,1261.472623,682.0461963,1862.139667,3327.834812,1842.307217,494.0574571,377.8679918,930.9978459,375.83534,295.6209094,1446.246897,1213.795683,1790.84872,1539.282867,1613.875929,1102.059358,1349.646312,1593.360306,1687.812983,1048.24411,587.0832051,690.8182657,585.8066457,1028.250317,605.8905318,458.5857728,1213.931673,1691.700569,941.5404743,96784.14133,1428.050492,1699.798705,1396.619991,1760.538667,462.3478246,753.3306751,407.0923677,449.930001,1620.460647,1951.274001,848.814426,1794.35276,1277.273449,7982.614932,535.5676009,613.4733005,711.2581457,1903.89828,1748.741471,3044.805704,1589.749259,492.9190505,1890.745753,1997.996205,1573.48542,1667.451691,794.6994408,1280.655867,1605.058841,485.2389512,618.0480387,717.847337,1194.843039,487.0193213,871.3166082,1639.619701,4469.059595,698.4880738,390.18559,116087.2091,4292.894885,1515.446507,430.5957441,754.2339127,1621.717525,1759.360189,1629.725794,926.8112443,1444.560722,1441.836572,521.4135918,1576.266382,775.9085201,890.9260842,1706.547504,9643.862846,706.986713,1043.987901,888.2268765,206.5878532,1214.47945,1156.873069,202.155175,129256.122,1269.071868
